,r ($\AA$),g_full(r),O (DOL),O (DOL),O (TTE),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
32,1.625,0.1405626912783786,0.0266491787001734,0.0088830595667244,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1.675,0.2513966865933238,0.5350836379818218,0.4932802287644919,0.0,0.0,0.0,0.0890091051642837,0.0,0.0445045525821418,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1.725,0.5237818428737451,4.10707550114279,3.783869943471285,0.0,0.0,0.9231672439007498,0.7553186541006138,1.2588644235010225,1.1749401286009544,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.775,0.6718214433641417,13.125941020135592,12.627110589988636,0.0,0.0,6.697729178510482,5.9050985064974055,7.29220218252029,6.142887708101327,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.825,0.6088387051007368,21.741389410201236,21.67096054913805,0.0,0.0,19.9445866363388,19.98207646084319,19.75713751381682,19.75713751381682,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.875,0.4651766576051869,23.69332220631408,23.41308578483698,0.0,0.0,32.74680633269357,34.20300921733614,34.700249226726264,32.640254902109994,0.1399160199582647,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1.925,0.5900296477751853,20.054085259657597,19.522348150500004,0.0,0.0,40.3680010334603,38.41362368793385,40.83974728927704,39.626685488605446,3.318561323386099,0.0,0.0,0.0,0.0,3.584046229256987,0.0,0.0,0.0
39,1.975,0.9433597893340012,13.64522396394132,13.368590952772838,0.0,0.0,34.188509481962974,36.7814582348085,35.11684915890767,37.38968078177227,23.32974841224633,0.0,0.0,0.0,0.0,24.716922642163684,0.0,0.0,0.0
40,2.025,1.3068531376051602,9.158466905687211,8.637904451959834,0.0,0.0,29.476067878614437,27.98399419467631,29.44561739526876,27.55768742783684,76.05238901062484,0.0,0.0,0.0,0.1199564495435722,77.3719099556041,0.0,0.0,0.0
41,2.075,1.5523194899505304,5.818587969634698,5.47535665681917,0.0,0.0,20.99653645556572,20.880533491722808,20.24251719058684,22.06956387111257,124.87016009422938,0.5712267158930898,0.0,0.0,0.0,127.0408216146232,0.0,0.1142453431786179,0.0
42,2.125,1.6451618429760566,3.584385842257876,3.532438221355587,0.0,0.0,14.572666293176942,14.87683959341402,14.545014174973565,14.738579002397165,138.4533179013069,1.41612362920298,0.0,0.0,1.5250562160647476,136.71039651151864,0.0,0.0,0.0
43,2.1750000000000003,1.6336818625716418,2.3057853323289947,2.201653091514136,0.0,0.0,8.789676573044899,9.792702728527503,10.10944783025885,9.713516453094668,111.98859013486356,2.599549446027475,0.5199098892054951,0.103981977841099,3.223441313074071,113.96424771384456,0.0,0.0,0.0
44,2.225,1.5449121870514406,1.5304804397786256,1.483097144429442,0.0,0.0,6.507403091124476,6.557848076326987,6.9614079579471095,6.885740480143338,83.46352097143446,3.974453379592114,1.291697348367438,0.6955293414286203,5.365512062449355,84.4571343163325,0.0,0.0,0.0
45,2.275,1.3229269858503905,0.8928726301866254,0.9110020236929528,0.0,0.024126039050728,4.77695573204415,4.559821380587602,4.994090083500706,5.090594239703616,52.8433364420189,7.318231845387507,1.520671552288312,1.2355456362342534,6.55789606924335,51.797874749820686,0.0,0.0,0.0
46,2.325,1.1381507085131182,0.6552663451224661,0.6465873206837578,0.0,0.0,3.580431389599375,3.9500243072354393,4.181019880757981,3.9500243072354384,29.574433276749456,7.461857011364481,1.8199651247230428,2.2749564059038034,10.555797723393653,29.665431532985608,0.0909982562361521,0.0,0.0
47,2.375,0.9790964054669188,0.469936029201557,0.494888384734383,0.0,0.0,3.032798864018,3.209896607902264,3.0106616460324664,2.899975556104803,17.179822806348344,10.46486668407006,1.918558892079512,1.8313516697122616,13.86594835639283,15.958921693206836,0.0,0.0,0.0
48,2.4250000000000003,0.8075415808316698,0.4108676242023295,0.3550215393592945,0.0,0.0212337861051539,2.632989477039096,2.314482685461785,2.3569502576720933,2.463119188197863,8.783066070768244,12.379940747368572,2.3421509522048667,1.923909710739712,11.208865271266138,8.615769574182183,0.1672964965860618,0.0,0.0
49,2.475,0.7539210802126854,0.3025279343747848,0.23742698647135,0.0,0.0203845502032474,1.9365322693085063,1.691917666869537,1.9365322693085063,2.099608670934485,5.701496920484047,13.169654858582884,1.4454499235029992,1.525752697030944,12.768140990943158,4.416652544036939,0.1606055470558887,0.1606055470558887,0.0
50,2.5250000000000004,0.8273774536539142,0.2575518368430913,0.2060414694744731,0.0,0.0391705211198723,1.821429232074065,1.5080650631150851,1.5276503236750216,1.58640610535483,3.163316326801816,12.576111250456,1.9288514187815944,1.851697362030331,15.585119463755287,3.934856894314454,0.1543081135025275,0.0,0.0
51,2.575,0.9326701646019108,0.2334959709210374,0.1662774338377085,0.0,0.056496227929146,1.7137189138507622,1.3182453183467409,1.2805811663939766,1.224084938464831,2.373982910962099,11.350605793037522,1.7804871832215738,2.0030480811242706,13.650401738032064,1.483739319351311,0.0,0.2967478638702622,0.0
52,2.625,0.9844888346914524,0.1259602592063303,0.1565992411754377,0.0,0.108729105244217,1.5222074734190387,1.3591138155527136,1.3047492629306052,1.5040859558783368,1.3563681310768485,14.063395885375762,1.7846949093116424,2.712736262153697,12.707027754298911,0.6424901673521913,0.2855511854898628,0.3569389818623286,0.0
53,2.6750000000000003,0.9674869093987396,0.1475216850486487,0.1376869060454054,0.0,0.0523512851557255,1.3611334140488636,1.413484699204589,1.2389804153521708,0.959773561188302,0.7561852300271471,12.992637134102813,1.443626348233644,2.33729980190209,13.336357693206056,1.0999057891303958,0.5499528945651978,0.1374882236412994,0.0
54,2.725,0.9323681381246712,0.1105672261074229,0.1358397349319768,0.0,0.01681593856403,1.3620910236864336,0.9080606824576224,1.0425881909698629,0.8407969282015022,0.4637122452505257,15.037525667409904,2.252316619788268,2.583539652110072,13.646388931658327,0.3974676387861648,0.331223032321804,0.4637122452505257,0.0
55,2.7750000000000004,0.9270050341166196,0.1248963365918131,0.1218500844798176,0.0,0.0810771715961864,1.13508040234661,1.054003230750424,0.9729260591542376,1.0053569277927117,0.5749108531365946,13.095191654777976,2.108006461500848,2.619038330955599,15.58647201836988,0.2555159347273754,0.1916369510455315,0.1916369510455315,0.0
56,2.825,0.9141441960680008,0.1175750893471855,0.1175750893471855,0.0,0.0782326556040888,0.90749880500743,1.032671053973972,1.1265502406988788,0.9387918672490656,0.3081892493494408,12.759034923066862,1.232756997397764,1.9107733459665344,12.94394847267651,0.2465513994795527,0.4931027989591054,0.2465513994795527,0.0
57,2.875,0.8839170109617049,0.1163592142801639,0.0823028588810915,0.0,0.1510704995907568,0.9064229975445413,0.5589608484858003,0.9064229975445413,0.9215300475036168,0.1190252421018084,13.747415462758893,1.7258660104762236,2.142454357832554,13.925953325911603,0.0595126210509042,1.011714557865372,0.2975631052545212,0.0
58,2.9250000000000003,0.854950302776392,0.137091729653014,0.1178988875015921,0.0,0.1897349538397713,0.9340797727496438,0.8902947834020045,0.8173198011559385,0.9340797727496438,0.1149908811150129,15.006309985509198,2.1848267411852467,3.219744671220365,13.85640117435906,0.0574954405575064,0.5749544055750649,0.5174589650175585,0.0
59,2.975,0.8392888853632725,0.0927657049094479,0.0980666023328449,0.0,0.1551939661034544,0.888838169501603,0.931163796620727,0.9170552542476856,0.7618612881442312,0.1667373189541246,13.06108998473976,1.945268721131453,2.8345344222201176,13.227827303693886,0.0,1.0560030200427897,0.5002119568623739,0.0
60,3.0250000000000004,0.8408206092156958,0.1127964933745374,0.125614276712553,0.0,0.3820882614729085,1.091680747065454,0.9552206536822718,0.8596985883140447,0.8733445976523629,0.0,13.815550666460895,2.419065291792766,2.741607330698468,12.310354484900955,0.2150280259371347,0.9676261167171064,0.6450840778114042,0.0
61,3.075,0.8693049627785316,0.1265242975336605,0.1488521147454829,0.0,0.3433522113462471,0.8451746740830706,0.950821508343454,1.0168507797561943,0.97723321690855,0.0520230623251889,14.046226827801023,2.132945555332749,3.2774529264869043,11.809235147817892,0.0520230623251889,1.2485534958045348,0.6762998102274564,0.0
62,3.125,0.9047646003215856,0.1609418769848657,0.1513334067171126,0.0,0.4219596673738685,0.818346021573564,0.933425930857346,1.074079153315303,0.8183460215735637,0.0,11.333627429463412,2.8208139379997856,2.871185615464068,12.29068930128478,0.0503716774642818,1.0578052267499187,0.5540884521071003,0.0
63,3.1750000000000003,0.90408460285281,0.1815104926694298,0.1698752046777997,0.0,0.5821940102150431,1.0281298478265657,0.8794845686227248,1.127226700629126,0.8299361422214444,0.0,11.51625546963089,3.123052330747362,2.732670789403941,11.906637010974311,0.0,0.5367746193472027,0.7807630826868404,0.0164318761024653
64,3.225,0.8598815194345394,0.1420940784646938,0.1939696944121216,0.0,0.9244616455326926,0.9004496547396352,0.9244616455326924,1.0445215994979773,1.1645815534632618,0.0,11.398419265855656,3.3107441851033066,3.6418186036136375,10.736270428834992,0.0472963455014757,1.040519601032467,0.614852491519185,0.0
65,3.2750000000000004,0.7928939290855888,0.2230861944082736,0.1902794011129393,0.0,1.1642205620703263,1.012871889001184,1.082725122725403,0.8265965990699317,1.10600953396681,0.0458632342633765,11.053039457473735,3.164563164172978,3.072836695646227,11.603398268634262,0.091726468526753,0.825538216740777,0.91726468526753,0.0154437421499124
66,3.325,0.735427293973368,0.2461331294916855,0.2970572252485859,0.0046028571399915,1.6829107901610527,1.106880922387808,1.0391127026497784,1.0955862190981362,0.937460373042735,0.0444942856865846,8.720879994570602,3.5595428549267734,4.538417140031635,9.165822851436449,0.0444942856865846,1.0678628564780328,0.9343799994182788,0.0149827696699723
67,3.375,0.7103591341844757,0.2986180617607529,0.3150935410303117,0.0,2.3459815135292543,1.0852905132682062,1.129140635016417,0.9318150871494698,1.019515330645891,0.0431857259641465,9.889531245789565,2.9798150915261115,4.318572596414654,10.580502861215916,0.0,0.7773430673546379,1.4251289568168362,0.0290842644248333
68,3.4250000000000003,0.7253670413593821,0.3059610437126758,0.3339574790850775,0.0,2.810226805117206,1.1709278354655026,1.075124648927416,1.4796269920882257,1.3838238055501393,0.0419340547136406,8.554547161582686,4.528877909073189,4.864350346782313,8.890019599291822,0.0419340547136406,1.887032462113828,1.0064173131273757,0.0847239064622535
69,3.475,0.7657914914122179,0.4332028649527175,0.3904653625807004,0.0,3.5365133781017573,1.540761676424449,1.2408818870532476,1.1271343807400331,1.406332805327014,0.0407360215446773,8.350884416658856,3.829186025199669,4.969794628450636,7.699108071944019,0.0,1.0184005386169332,1.2628166678849972,0.1646067809356349
70,3.5250000000000004,0.8036261736931646,0.5097318930371182,0.5191713725378055,0.0,4.492088549339416,1.3868192836886784,1.3365722081927125,1.3868192836886788,1.4370663591846455,0.0,7.046771678646472,4.473512357792429,4.513100962728645,7.403069123072421,0.1187658148086484,1.623132802384862,0.752183493788107,0.2132937082277769
71,3.575,0.8224719554361972,0.5561437032917668,0.546966414458569,0.0,4.963303703487545,1.6414075239880062,1.5925561095836025,1.416691017727744,1.895434878890912,0.0,7.620820647087166,3.848899316710692,4.503212200551508,6.350683872572639,0.0384889931671069,1.5395597266842782,1.270136774514529,0.2462510073038374
72,3.625,0.8485204361146879,0.7176401254558857,0.7444177420773742,0.0,5.910630182916648,1.8720163119527,2.0240582459184013,1.9290320371898384,1.7104717571141426,0.0748691341497772,5.952096164907297,4.903928286810413,4.641886317286192,6.476180103955735,0.1871728353744432,1.5348172500704345,1.3476444146959914,0.4411931119540448
73,3.675,0.8899623263804364,0.8788863070325574,1.019577593336188,0.0,6.398099916856773,1.9323741078368009,1.932374107836801,1.8676534439379608,1.9970947717356415,0.1092686533357041,5.4270097823399714,4.807820746770985,4.225054595647227,4.771397862325747,0.0728457688904694,1.420492493364154,1.4933382622546243,0.6255072910339798
74,3.725,0.9195521962719674,1.1276396202363572,1.122567777866479,0.0,6.956434956733376,2.1688238351523226,2.204820911254436,2.114828220999153,2.4478011749437014,0.0354516658581418,5.034136551856133,4.679619893274715,4.502361563984007,4.57326489570029,0.0709033317162836,1.5598732977582386,1.1344533074605372,0.7640195744121987
75,3.775,0.9136095220626388,1.4123768626421267,1.4354226389556348,0.0,7.421803624164012,2.392151581342118,2.444726341371616,2.5148260214109444,2.374626661332285,0.0,4.245810166018477,4.62551676623151,5.108779711957192,4.936185802769448,0.0345187818375486,1.72593909187743,1.4497888371770415,1.0461304291583613
76,3.825,0.8958350207084066,1.632233482414706,1.6306301096421958,0.0139126515182018,7.817946969662797,2.4239049556596446,2.9616021817390714,2.961602181739072,2.722625636814882,0.0,4.001046699109549,4.976091693010196,4.774358245996271,4.135535663785503,0.1008667235069634,1.6811120584493908,1.8156010231253412,1.4944743115521526
77,3.875,0.8940534308424142,2.034066337120193,2.1371756906147645,0.0,8.83995664256331,2.6943988261434755,3.0686208853300667,3.093569022609176,3.043672748050961,0.032760180265493,3.210497666018316,4.619185417434515,4.684705777965501,3.505339288407753,0.1638009013274652,1.6052488330091588,2.16217189752254,2.029794026245653
78,3.925,0.9123831200319036,2.480501286545219,2.6388635540717384,0.0132127669554319,9.037659643351551,3.128732396711837,3.4286367974329166,3.1530489697432733,3.542114138246299,0.0638617069512543,3.2569470545139656,4.598042900490303,4.598042900490305,2.5863991315257966,0.0638617069512543,2.3948140106720346,1.5007501133544756,2.860092161316889
79,3.975,0.9270841408834334,2.9470268075204658,2.961873290177998,0.0032206163006311,9.91023274058678,3.682749965800191,3.508886233509195,3.548400718120785,3.627429687343966,0.1245304969577383,2.459477314915332,6.0397291024503135,5.1368829995067085,2.24154894523929,0.1245304969577383,1.805692205887205,2.179283696760421,3.606301534347564
80,4.025,0.9396348543681102,3.1175271409003216,3.1189751330698066,0.0094232970026645,10.359247855729254,4.177613346581289,4.154490025474751,3.784516887770136,4.023457872537701,0.0910918710257577,2.3987526036782896,5.283328519493952,5.01005290641668,1.578925764446469,0.1214558280343437,1.7003815924808123,2.034385119575258,4.723764168907153
81,4.075,0.9410657186529104,2.901638680449395,2.958145762834,0.0061289813495526,10.738258200478471,4.135883760688486,3.9403692556377576,4.534432559445739,4.564511714068928,0.1777404591370258,1.8366514110826024,5.598824462816315,4.917486036124381,1.510793902664721,0.1481170492808548,2.0440152800758,1.7181577716579182,5.556203026186519
82,4.125,0.9389806839803176,2.3560928814201176,2.518772202665041,0.011962604569522,11.228054638935784,4.637993811638835,4.608639420425933,4.916860528161423,4.696702594064644,0.0867288831290345,1.5611198963226218,5.781925541935637,4.972455966064646,1.3876621300645526,0.1734577662580691,1.7634872902903684,2.399499099903287,6.06482689880892
83,4.175,0.9421664523875198,1.8854870435290336,1.8155046550468712,0.0116777942680628,12.766029950066256,5.52334965853035,5.043369856816296,4.771142506590419,5.136500266104097,0.1128853445912739,1.1570747820605578,5.333832531937695,4.063872405285864,1.411066807390924,0.3386560337738217,2.906797623225305,2.539920253303665,5.986954882787204
84,4.2250000000000005,0.9422122932174634,1.2786683414052686,1.345690011920859,0.0114030354654343,11.773129753030805,5.14855822830105,5.330436643974728,4.847759310071504,5.5962589438054895,0.2480160213731979,1.102293428325324,5.291008455961548,4.40917371330129,1.1574080997415903,0.3582453642057303,2.2597015280669144,2.094357513818116,6.430701125605062
85,4.275,0.9445651521327656,0.9832300614419598,0.9729613401736368,0.0027844651715046,12.059625752600729,5.206478653530737,5.165482758621045,4.81701765188867,5.3294663382598095,0.3229979598945341,0.8344113963942136,5.464048821549201,5.167967358312542,0.7536619064205798,0.3768309532102897,2.5301506858405167,1.9918207526829603,5.057554790389419
86,4.325,0.9511247871752696,0.716081766068,0.8302033785236707,0.0054409146590874,11.668920403396324,4.979985481083331,4.986661064838134,4.706286547136392,4.8665005572516735,0.1577865251135347,1.262292200908277,5.7855059208296105,5.049168803633116,0.8415281339388518,0.2629775418558913,2.261606859960663,3.2083260106418745,4.055757722050962
87,4.375,0.95929076521581,0.6287240754253699,0.6140170795089869,0.0106345257827972,10.405576713300292,4.462328822506209,4.651521126384396,4.312279753913165,4.501472057791351,0.2313009357758401,0.6425025993773336,5.576922562595255,4.93441996321792,1.4135057186301347,0.4626018715516803,2.647110709434617,2.775611229310083,3.478954891159069
88,4.425,0.9705230215583992,0.4935937054084928,0.5463075962773611,0.0077966683844236,8.800639374848664,4.457715161608128,3.8582513201329274,3.877383144860859,3.98579681831914,0.4270841681689842,0.65318755131727,6.456507718789944,4.898906634879532,0.7788005419552068,0.3517163737862224,2.512259812758733,2.436892018375972,2.081073995915854
89,4.4750000000000005,0.9843284345214494,0.4381114184528011,0.467396941076651,0.0101645550624222,7.24572488736263,3.254964192085453,3.311084264362789,3.167666301876265,3.236257501326341,0.4175938038145155,0.8597519490298849,5.477848132390418,4.2496310623477225,0.8351876076290311,0.5895441936204925,2.6775132126930705,2.726641895494778,1.621246532456358
90,4.525,0.996781050969859,0.437648399453618,0.4731643690427861,0.0149117510096294,5.65333157219301,2.951685524208646,2.805320952760284,2.756532762277496,2.866306190863768,0.6486611689188807,0.8408570708207707,5.717828081581245,5.261362814564259,0.9129305340339796,0.5045142424924627,2.762816089839676,2.810865065315148,1.1892121430179468
91,4.575,1.0074404686423657,0.4752070822624816,0.5301248818635707,0.0291751908315168,4.229860311253209,2.535529805758271,2.273027896456238,2.4937681383693118,2.4758702809169,0.6580626376442147,1.034098430583766,5.217496627036268,4.958972019390323,0.940089482348878,0.5170492152918829,2.9142773952815206,2.6322505505768587,0.7914018601406367
92,4.625,1.0230276907808635,0.4562146152577491,0.5209181304024783,0.016652878559113,2.8662897976212247,2.288361712153809,2.329225314156555,2.1190696467138594,2.352575943872411,0.6209144719897858,1.0808511179081464,5.013309440510124,4.990312608214204,0.8968764595408022,0.6439113042857039,3.288547018316274,3.035581863061174,0.6272503339488656
93,4.675,1.0376860288083043,0.5162752119534405,0.5066151768025446,0.0116418396454545,2.0968386043266225,2.273955761640316,1.8625868801375447,2.096838604326622,2.1139789743892368,0.6302115861406086,0.8777947092672764,5.154230472364262,4.388973546336377,0.7877644826757608,0.5851964728448508,2.588369014506072,2.5883690145060725,0.4168491358765322
94,4.7250000000000005,1.051290480631093,0.4980514752541614,0.5957704355888386,0.0182348118924317,1.504564849328332,1.9632054353689392,1.9520190796118508,2.047103103547099,1.963205435368939,0.749146855247406,0.925416703540913,4.9575894832548935,4.979623214291582,1.1898214759811736,0.6169444690272756,3.216924731356507,2.864385034769493,0.4971079522665112
95,4.775,1.0611243745763586,0.577185893982636,0.6090803016715158,0.0357098677248741,1.2815378779764193,2.059223256919373,2.0756532297139425,1.7963436922062606,1.9113535017682488,1.1218850110231284,0.8845631817682358,4.314942350088952,4.444390620591619,1.165034434524018,0.9708620287700152,3.106758492064045,3.4303791683207168,0.5521365007154643
96,4.825,1.0653036047908897,0.6882175598248484,0.6801564463861968,0.0349736081476278,1.0405657278000473,2.09722267819494,1.9094917479217373,1.9094917479217368,1.963129156571223,1.0564944127929254,0.9931047480253502,4.373886868962709,4.268237427683415,0.8451955302343407,0.9931047480253506,3.2540027914022085,3.78224999779867,0.4909464852917327
97,4.875,1.0696579246284523,0.6800952510055921,0.6544312792695319,0.0278361574315886,1.0140761565624976,2.106966522184257,2.0334065937289463,1.986118068293389,1.912558139838077,1.0142353771868595,0.8693446090173083,4.450216450921931,3.891352059410803,0.9521393336856236,1.0556327395210174,3.0634048127276525,3.642967885405859,0.6900264425800646
98,4.925000000000001,1.074160414197638,0.750497221807576,0.7543657641880278,0.0545476602735752,0.8648870441956941,2.07984741580393,2.0746992786360985,2.059254867132604,2.100439964475256,1.0951491793387027,1.1357102600549511,4.015546990908574,3.7721805066110856,1.0545880986224545,1.2168324214874475,3.772180506611086,3.2651669976579827,0.6760869933672612
99,4.9750000000000005,1.075824031169314,0.8217369943754609,0.7781384917903731,0.0493446865839675,0.7567766836675783,2.038251868011344,2.0281615122291097,2.068522935358048,1.917167598624532,1.2521214220681751,1.0136221035789992,3.676864493374804,3.497990004507922,0.9937471603715676,1.3912460245201947,4.710361540161236,3.9749886414862776,0.9436541912671242
100,5.025,1.0755154946085776,0.8361233685441036,0.8667812253907204,0.0483675963245575,0.7566273313502188,2.205593397269265,1.8841504133623093,1.9781106701966504,1.795135433203461,1.6169556160168088,1.168883577843476,3.915759985775641,3.117022874249268,1.2662905426637658,1.032513827095071,3.389762375746079,4.383313416913027,0.9446487690326856
101,5.075,1.0783607648118685,0.8707347032453527,0.8816644275538718,0.0731046659339921,0.6205841412508873,2.205982689602761,2.03144339987595,2.065381595100608,2.075078222307653,1.2987603713678617,1.375158040271853,3.0559067561596738,3.189602676741659,1.3560586230458551,1.1650644507858765,4.068175869137567,3.8007840279735943,1.1447956814848157
102,5.125,1.0794313416325956,0.9217052911416068,0.9636821794009623,0.063935451229951,0.7749304563178937,2.2392162265382085,2.1251160366509105,2.2629870994313954,2.1679036078586464,1.4982853217523882,1.3109996565333402,2.97784207698287,3.408599106986683,1.3109996565333406,1.2735425234895312,3.876813270034304,4.251384600472402,1.236085390445722
103,5.175000000000001,1.0765092825216322,0.9617934627411082,0.972304866705492,0.0779074068123025,0.8066559211539471,2.2287949728993466,2.2381204748780053,1.939704411560937,2.144865455091421,1.7449992338853135,1.2306836702138526,2.64505147031037,2.608314644333838,0.753104932518925,1.0286311273429214,4.243103400289552,4.298208639254352,1.5463204811550826
104,5.2250000000000005,1.077837060125068,1.029400753603552,1.0233858911033646,0.0801514771856628,0.7501260609025292,2.355578788809773,2.0079593947329912,2.222934546333107,2.305265455456554,1.6036508729937669,1.4234653816461529,2.5766525262708826,2.594671075405643,1.3513911851071068,1.6937436186675732,4.14426630099513,4.9731195611941565,1.7110267168172446
105,5.275,1.073697851695688,1.0082925715693472,0.9737273579954818,0.0676663145764396,0.8212383463677392,2.145092511277481,1.9835374267461237,2.221382412306177,2.239332977254106,1.5733942155116305,1.11375096154194,2.581073656906719,2.6694665903624286,0.9369650946305208,1.5026798687470626,4.808575579990597,4.331253739329763,1.7680390628559366
