,r ($\AA$),g_full(r),O (DOL),O (DOL),O (HFME),N (TFSI),O (TFSI),O (TFSI),O (TFSI),O (TFSI),S out (PS),S in (PS),S in (PS),S in (PS),S in (PS),S out (PS),S in (PS),S in (PS),Li
32,1.625,0.1863735989301147,0.017238886692314,0.008619443346157,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,1.675,0.3394593525168818,0.4461912319627097,0.4624163676704443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,1.725,0.6864407684907436,3.977543629589831,4.130526076881746,0.0,0.0,0.6921867345931177,0.6514698678523462,0.6921867345931177,0.7329036013338893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1.775,0.854462632980779,13.16264456132146,13.314354515101774,0.0,0.0,5.768312528350787,5.537580027216757,5.576035444072427,6.4605100317528805,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,1.825,0.6922011141403053,21.410544161902248,21.8752479611392,0.0387626602063605,0.0,18.006746537400865,18.479650991918465,17.933992005936613,17.533842082883268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,1.875,0.3813597001133722,23.24268957351468,22.841283792579315,0.0,0.0,32.98121215753724,29.39704699099194,30.947887688054823,30.84449830825064,0.2715276641322215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
38,1.925,0.3796725021657313,19.907345792496567,19.759929470676163,0.0116133987590752,0.0,36.75051103925704,37.27364998643508,37.437130907428205,37.666004196818605,3.735291346328022,0.0,0.0,0.0,0.0,3.091275596961124,0.0,0.0,0.0
39,1.975,0.7652702814719238,14.098072755598295,14.173931590789852,0.0110328528693885,0.0,33.57772389509302,34.26108182820314,33.67090906778986,31.93145251078225,23.249229955675094,0.0,0.0,0.0,0.0,27.04252536949579,0.0,0.0,0.0
40,2.025,1.3188547689413412,9.441748050135308,9.319632555071829,0.0,0.0,27.18307999203248,26.798971253014624,28.21721890477284,24.937521210081965,77.40373074147597,0.0,0.0,0.0,0.1163965875811667,69.48876278595661,0.0,0.0,0.0
41,2.075,1.7618107495294135,5.593049523878858,5.682918939668971,0.0299853595596715,0.0,20.42971743784023,19.64179445125686,18.628750611363955,18.60061050470026,119.3907979994996,0.3325648969345393,0.0,0.1108549656448464,0.3325648969345393,119.16908806820992,0.0,0.0,0.0
42,2.125,1.909624360081806,3.493136383656094,3.462892778602797,0.009530316346486,0.0,14.3011927095369,14.193866685450311,13.871888613190574,13.52307903490918,136.2471352741543,1.3740983386842551,0.2113997444129623,0.2113997444129623,0.9512988498583308,125.4657483090932,0.0,0.0,0.0
43,2.1750000000000003,1.7101390468426994,2.1411277266104305,2.295096462007136,0.0181943929123155,0.0,10.06555802969863,9.015461644920912,9.1435221796499,9.655764318565865,106.74815725227468,2.320612114179882,0.1008961788773862,0.7062732521417033,2.320612114179882,107.05084578890676,0.0,0.0,0.0
44,2.225,1.3600629066480068,1.480463750277542,1.4114980476248624,0.0,0.0244739826849512,7.684830563074696,6.803767186416449,6.803767186416452,6.461131428827136,77.03371459048142,3.663681044353308,0.6748886134335046,1.4461898859289382,3.8565063624771674,78.76914245359617,0.0,0.0,0.0
45,2.275,1.0175713078192845,0.9499345432648344,0.9807194590187872,0.0166301028116592,0.0,5.173624984707182,4.658603493016875,4.962934374470239,5.150214916903077,45.46518925954794,6.824389462893608,1.475543667652672,1.8444295845658396,6.824389462893612,49.06182694945134,0.0,0.0,0.0
46,2.325,0.8787590641851594,0.5979238888367474,0.5979238888367474,0.0,0.0,3.922458447352657,3.586247723293857,3.6534898681056176,3.855216302540896,30.10953817682137,8.299989995956624,0.5297865954865929,1.059573190973186,8.741478825528787,30.374431474564677,0.0,0.0,0.0
47,2.375,0.8622250618857957,0.5407315909546765,0.4479194522087246,0.0,0.0,3.093158529015592,2.642072910200817,3.028717726327768,3.157599331703416,18.785470359299246,9.81583135891312,1.2692885377904894,2.115480896317482,9.98506983061852,14.300650859106176,0.0846192358526992,0.0846192358526992,0.0
48,2.4250000000000003,0.8342588303860416,0.3406151912752595,0.3870627173582495,0.0,0.0206036461855314,2.678474004119089,2.1221755571097405,2.534248480820369,2.472437542263775,10.308066621912852,10.713896016476356,1.298654062603194,2.516142246293688,10.632730137563652,9.82107134843665,0.0,0.0,0.0
49,2.475,0.8008888277250746,0.2563917972403819,0.2563917972403819,0.0,0.0395592249030867,1.6812670583811884,2.3537738817336624,2.136198144766686,1.898842795348165,5.843976406137824,11.61003312686048,1.71423307913376,2.025911820794444,11.999631553936338,5.532297664477139,0.2337590562455127,0.0779196854151709,0.0
50,2.5250000000000004,0.8323240821526435,0.2427684074696217,0.2356281601911035,0.0,0.0190040427566717,1.805384061883816,1.6533517198304422,1.5773355488037557,1.52032342053374,2.9197120235250207,14.149373652467409,1.7967458606307818,1.497288217192318,12.577221024415472,3.368898488682716,0.5989152868769273,0.0748644108596159,0.0
51,2.575,0.8994374268163341,0.1819399077655524,0.2059697069043989,0.0,0.0,1.5166764212514183,1.2243050629378909,1.644588890513586,1.608042470724394,2.5194880309214827,11.661630314550866,2.087575797049229,3.167356381729864,14.613030579344615,1.5836781908649329,0.3599268615602121,0.0719853723120424,0.0
52,2.625,0.92181422328354,0.1453453503948186,0.1420420469767545,0.0,0.0175837381946179,1.4066990555694323,1.1781104590394005,1.2836128882071074,1.3363641027909616,1.177577618488047,14.338739236883884,1.5239239768668846,1.6624625202184196,14.06166215018082,0.7619619884334423,0.2078078150273024,0.0692692716757675,0.0
53,2.6750000000000003,0.8687354057877557,0.1558676816390606,0.1367818430710123,0.0,0.1185279513123405,1.219144642069788,1.134481819703831,1.0667515618110643,1.1683469486502134,0.733744460504965,13.073992205361204,1.267376795417667,2.468049548971246,11.272983075030828,0.6003363767767896,0.5336323349127019,0.1334080837281754,0.0
54,2.725,0.8222512023953567,0.1440697733482963,0.1563310306545343,0.0,0.0326338079073718,0.96269733326747,0.8484790055916687,1.0279649490822136,1.0442818530359,0.6427871254482342,11.184495982799286,1.7355252387102318,1.9283613763447016,11.82728310824752,0.3856722752689405,0.5142297003585874,0.1285574250896468,0.0
55,2.7750000000000004,0.8209525710421164,0.1123223251413184,0.0798079678635684,0.0,0.0157342204448972,0.9755216675836283,0.9440532266938338,0.9283190062489372,0.8339136835795535,0.3099164633085821,11.590875727740965,1.73553219452806,1.73553219452806,11.900792191049549,0.3718997559702985,0.619832926617164,0.3718997559702985,0.0
56,2.825,0.8417791854327299,0.1254944870434118,0.1254944870434118,0.0,0.0151822001807763,0.92611421102736,1.1234828133774533,0.92611421102736,1.1083006131966768,0.2392346695152642,13.45695016023361,2.272729360395012,1.555025351849218,13.038289488581894,0.4784693390305285,0.5980866737881607,0.4186606716517124,0.0
57,2.875,0.8641811051105655,0.1101522974653561,0.1211675272118917,0.0,0.0586349152661741,0.9821348307084184,0.9821348307084184,0.8502062713595263,0.8502062713595262,0.1732395223773328,13.454936237972866,2.252113790905326,1.9056347461506609,12.877471163381752,0.0,0.2887325372955547,0.4042255522137766,0.0
58,2.9250000000000003,0.8872688025137355,0.1250419548365315,0.1064186849672609,0.0050301728140262,0.1132949692266838,0.963007238426814,0.9063597538134716,0.7364172999734456,0.8355503980467941,0.3347351363515661,11.8830973404806,1.5620973029739746,2.5663027120286728,10.544156795074338,0.1115783787838553,0.8368378408789152,0.3347351363515661,0.0
59,2.975,0.9103036939266708,0.1183024888751245,0.144020421239282,0.0,0.1368985322769,0.98566943239368,0.98566943239368,0.8761506065721597,0.9172201662552302,0.0539297248363545,12.997063685561429,2.4807673424723102,1.6718214699269915,11.702750289488922,0.1617891745090636,0.5932269731999,0.6471566980362546,0.0
60,3.0250000000000004,0.9262284909975508,0.1442738298798248,0.1343239105777679,0.004703103932393,0.2383388362046551,0.8871501125395498,0.8606680196279214,0.8871501125395498,0.8474269731721072,0.1043233963185359,12.883939445339193,1.877821133733648,2.0343062282114515,11.57989699135749,0.0521616981592679,0.8345871705482877,0.4694552834334116,0.0
61,3.075,0.952840420220112,0.1468419823567702,0.1251767718451156,0.0045514042726366,0.2434651177839618,0.8072790747573473,0.8713488425952319,0.9994883782710016,0.9354186104331168,0.0504792110237879,12.518844333899423,2.7258773952845474,2.6753981842607595,12.316927489804272,0.0504792110237879,0.6562297433092429,0.3533544771665154,0.0169981016712755
62,3.125,0.971368533594609,0.1072182553411296,0.097894928789727,0.0,0.2357367259573866,0.744431766181221,0.8809109233144443,0.6699885895630988,0.8809109233144445,0.0488768331331104,11.339425286881632,3.1281173205190678,1.661812326525755,12.610222948342503,0.0977536662662209,0.8309061632628776,0.5376451644642151,0.0
63,3.1750000000000003,0.9560650233286352,0.1716079369481565,0.1445119469037107,0.0,0.4927996343211636,0.8654042358810671,0.9134822489855706,0.8053067195004375,1.0216577784707042,0.0946991167209922,11.17449577307708,3.1724204101532414,2.69892482654828,10.890398422914108,0.1420486750814883,1.041690283930914,0.7102433754074418,0.0159442390397588
64,3.225,0.8964412998743031,0.1553854765997909,0.2057216169067655,0.0,0.5824851018800392,0.7805300365192527,0.9086767589328612,0.8737276528200589,0.9319761630080629,0.0,10.096408432587353,3.30427912339222,2.707673170557516,11.519084166270115,0.0,0.9637480776560648,0.4589276560266977,0.0
65,3.2750000000000004,0.8325613499682811,0.2058547547591681,0.1909992569930424,0.016049967922184,0.8585498225451367,0.9941103208417372,0.8811432389279034,0.8924399471192868,0.9715169044589704,0.0,9.656973881179551,3.871689989228664,2.8926419459754387,10.32450663794312,0.089004367568475,0.9345458594689884,0.5785283891950882,0.0149854292334677
66,3.325,0.7814293478918138,0.2470642885110877,0.2285344668727562,0.0038927251286355,1.3151422126897925,1.1069113623472415,1.0082756963955075,0.9534781042000992,0.8658019566874464,0.1295215815527824,10.318552663704994,3.1516918177843705,3.712952004513094,10.23220494266981,0.0431738605175941,0.604434047246318,0.5180863262111298,0.0290762734098083
67,3.375,0.7551609882285447,0.283761231025238,0.3097393718937455,0.0037782415891146,1.8083245513439337,1.2339155762111558,1.0105343081039633,1.127543543779159,0.9467110886447656,0.0419041339883621,9.973183889230183,3.5199472550224176,3.310426585080608,10.26651282714872,0.1257124019650863,1.299028153639225,0.879986813755604,0.0987740301154249
68,3.4250000000000003,0.7492360010566249,0.3841992726338277,0.3803184719001526,0.003668735119813,2.520251701075233,1.053547842252761,0.9605877385245768,1.1671657468094316,1.0225611410100333,0.0,7.120681346182508,4.638615276941749,4.068960769247148,8.585507223111478,0.0406896076924715,1.0579298000042596,0.6510337230795445,0.1233144233128983
69,3.475,0.7744235644995445,0.4203470126261602,0.4297718335370607,0.0,3.4616642219513434,1.2040571206787294,1.3344966420855913,1.2140909300177187,1.123786645966814,0.0395271276990491,7.58920851821744,3.834131386807768,4.150348408400158,8.261169689101278,0.0,0.9881781924762292,1.0672324478743276,0.0931710867191873
70,3.5250000000000004,0.8199113992633318,0.575207230412924,0.5184192554358519,0.0,4.115000398189703,1.2871565226564956,1.2384005937679925,1.3651660088781004,1.160391107546386,0.0768275243091572,8.182131338925247,3.8029624533032815,4.071858788385335,7.529097382297405,0.0384137621545786,0.9987578160190432,1.4213091997194072,0.168158203717492
71,3.575,0.8673036954533011,0.6625276089585628,0.5859451165251803,0.0067346657470962,4.9866573498768645,1.649578667069533,1.5358146210647377,1.1755618087162187,1.5547752953988698,0.0373467827793519,6.946501596959475,4.182839671287425,4.220186454066778,6.983848379738827,0.0373467827793519,1.2697906144979685,0.9336695694838004,0.3269748941294287
72,3.625,0.9106566862534438,0.7760242977905588,0.7535057355778857,0.016375415144146,5.670680299685883,1.51218141324957,1.5675051234904078,1.7519174909598672,1.4384164662617855,0.0,5.739136405791969,4.395161424688786,4.685750609792178,6.465609368550444,0.0363236481379238,1.1623567404135642,1.1623567404135644,0.403637273695909
73,3.675,0.9456795084703654,0.9303318820332198,0.984264165049638,0.0031865727328689,5.849370956846096,1.803256997432616,1.7494284303450751,2.054456977174473,1.83914270882431,0.0706839769836393,5.548692193215695,4.488432538461101,4.064328676559267,4.7358264579038405,0.0706839769836393,0.7421817583282129,1.166285620230049,0.6307463048182923
74,3.725,0.9676211752522712,1.104018121659537,1.1975233711908804,0.0124064102532238,6.601546329665442,1.999674748007126,1.9472815231685128,2.043335768705972,2.16558662666274,0.0687991841315142,5.125539217797806,3.8871539034305513,3.8527543113647935,4.231149824088121,0.0687991841315142,0.9631885778411984,1.2039857223014978,0.5791768051887672
75,3.775,0.9565553850732178,1.3832409698146004,1.328933587627884,0.012079944864419,7.465127158252576,2.1851226419942056,2.1086008374107514,1.955557228243843,2.3211614056981253,0.1004831777358496,4.387765427798769,4.421259820377384,4.823192531320784,3.7513719688050537,0.066988785157233,1.1388093476729615,1.339775703144661,1.060200058968046
76,3.825,0.927303625756758,1.768933938089413,1.686477035082606,0.0029415494834885,7.519686590375137,2.534167507329067,2.4430699825558007,2.3271276782989143,2.219466967203236,0.0652489158155631,3.980183864749351,4.926293144075017,4.567424107089421,4.143306154288259,0.0326244579077815,1.4028516900346093,1.6964718112046422,1.29632284788675
77,3.875,0.9124263906542198,2.107102069477809,2.170769901792967,0.0200629052650676,8.351680377428863,2.678993125899888,2.6225083310767,2.751616433529707,2.767754946336331,0.0635759595412532,3.909921511787077,4.863560904905877,5.372168581235904,2.701978280503263,0.0635759595412532,1.7483388873844636,1.5576110087607042,1.862516120846306
78,3.925,0.9185992335472212,2.5428215759179573,2.409844270960016,0.0195550110873183,8.415531254962193,3.0044233078463165,2.7370139034830325,3.106668080102867,2.8943135531084936,0.1858995859210001,2.8504603174553345,4.244707211862839,4.523556590744339,2.199811766731833,0.0309832643201666,1.4871966873680005,1.7350628019293337,2.5665524464399305
79,3.975,0.92997417102222,2.9632924338320645,2.9503271290656627,0.0163424242228598,9.15603173729058,3.2667248911941287,3.220714681459,3.3434085740860104,3.190041208302248,0.0906261706904047,2.990663632783356,4.259430022449024,5.226109176480012,2.265654267260117,0.0604174471269364,1.7218972431176889,1.6312710724272843,3.265316415385908
80,4.025,0.942697668827941,2.970214687919149,3.1275770554910207,0.023908392497015,10.029386741786285,3.567499981977671,3.5375838395711514,3.739517800815168,3.8217871924331015,0.2357029401725925,1.8266977863375933,5.156001816275466,4.920298876102872,2.0034749914670376,0.1767772051294444,1.6793834487297223,1.7972349188160188,4.097443076036049
81,4.075,0.9539472143874678,2.948491962588601,2.8374608844994924,0.0129584945756028,10.127721403635176,3.699391031443105,3.9693663138166673,4.042332606350061,3.896400021283272,0.40242015882054,1.4947034470477198,4.857786202905089,4.627831826436208,1.3797262588132806,0.17246578235166,1.58093633822355,1.5234477441063297,4.907355449873509
82,4.125,0.964000614412902,2.3838267519368017,2.4333225935875658,0.0227632625757612,10.574410976540172,4.379301515536839,4.457630485733431,4.450509670261015,4.300972545340242,0.448827157049353,1.458688260410398,4.684633451702626,4.488271570493533,1.0659644979922134,0.1122067892623383,2.216084087931183,1.8233603255129984,5.714817723527
83,4.175,0.97298220474149,1.8700149572313165,1.9718733138402849,0.0296284080594393,11.580833067109914,4.421014304130792,4.35845278095913,4.393209182721163,4.775529602103544,0.1643029901477997,0.9858179408867992,5.504150169951294,4.8743220410513945,0.9036664458128992,0.4107574753694994,2.053787376847497,2.218090366995296,6.002927104328546
84,4.2250000000000005,0.9783414407677166,1.366962191932106,1.3784385536181034,0.0241094179924409,11.783496589511651,4.826074928077637,4.832862656527816,4.771773100476199,4.792136285826737,0.294134899507779,0.7487070169288924,5.267688654821133,5.214209582183355,0.7487070169288924,0.213916290551112,1.4706744975388952,1.6845907880900066,5.852684224899685
85,4.275,0.9802899631464674,0.996398375412765,1.030026820582946,0.0353231391283623,11.821078710824848,4.621027404063332,4.773514678515926,4.846443374993251,4.587877996573639,0.3656480098863207,0.6790605897888813,5.0407189934328525,4.779541843514052,0.496236584845721,0.3134125799025606,2.455065209236725,1.932710909399124,4.942644308565382
86,4.325,0.9840397936574752,0.7641925435636927,0.7520238724878376,0.034511149116769,10.804432001024669,4.326954782184939,4.961747549631232,4.385252077154497,4.864585391348638,0.5868986934645696,0.6124160279630292,5.435192248171883,4.006221516258149,0.5868986934645696,0.4337946864738123,2.2200081013659805,2.041386759876764,4.064286471290355
87,4.375,0.9829858842205538,0.5922276960275982,0.6053090306788104,0.0562113982776869,9.970172472976204,4.2349494504260825,4.146325695110736,4.2159586457156495,4.114674353926688,0.1994993626146271,0.7730600301316803,5.162046007653478,4.4637982385022825,0.6982477691511951,0.4239361455560827,2.49374203268284,2.2194304090877277,3.182574653343292
88,4.425,0.9858182145635354,0.5161453414479903,0.4963830198159724,0.0373648266922301,8.42189667913747,3.7004366011199146,3.824197022562053,3.5766761796777766,3.805632959345732,0.4631640014576969,0.6581804231240955,5.704230333742169,4.509754751035476,0.6581804231240955,0.6338033704157957,2.486459376246583,2.4620823235382834,1.98648105029064
89,4.4750000000000005,0.9919940304684882,0.4955826624065442,0.4808061151329547,0.034385441658929,6.516404886538433,2.982904000987418,3.315682337811571,2.813489574967848,3.013156577062339,0.4290365334261823,0.5005426223305461,5.029261586273584,5.005426223305459,0.5482133482667886,0.4528718963943036,2.216688756035273,2.478877748684606,1.3162957590150206
90,4.525,0.9995525687520668,0.451340868559379,0.4646809927532523,0.0483427633583076,4.858302204175391,2.6924817331300903,2.751657155836246,2.662894021777012,2.7989974940011693,0.349672952354557,0.4662306031394092,5.454898056731087,4.685617561551067,0.6060997840812319,0.4196075428254683,2.3544645458540177,2.7041374982085755,1.1774701456837129
91,4.575,1.0069942342559255,0.481767411396244,0.4665422561828185,0.0452357070587796,3.8785664632706127,2.3502954986386086,2.4197623606673364,2.460284696850761,2.657107472598822,0.50170511465192,0.6613385602229854,5.108270258274095,5.039855924457923,0.6613385602229856,0.7525576719778798,2.2120634600561906,2.7821829085242817,0.7679159918141626
92,4.625,1.0186399520570315,0.454381230925081,0.449060607612141,0.08047806191376,2.339404400530797,2.0618479462305324,2.23178046927151,1.9938749370141409,2.1298209554469247,0.5578592928112912,0.4462874342490329,4.6637036879023945,4.529817457627685,0.6248024079486462,0.4909161776739362,2.8785539509062628,2.8785539509062628,0.5710657577023341
93,4.675,1.0285159690416787,0.5238667415212476,0.5342815872771371,0.100426430714988,1.9348219760102996,1.9348219760102987,1.884926853419776,1.9292780735002424,2.178753686452859,0.6333488625127055,0.7207073263075614,5.023111668204209,4.62999858112736,0.5896696306152776,0.6551884784614195,2.489716218153394,2.6425935297943908,0.3529995067628872
94,4.7250000000000005,1.0323160006528105,0.5638163498218188,0.5322100083309032,0.0751799703998618,1.4490605655651487,1.948362333475239,1.807255312109344,1.79097373272097,2.078614968582216,0.44897688616421,0.6841552551073676,4.596668120252622,4.297350196143151,0.8338142171621039,0.6627754033852623,2.5014426514863097,2.629721761818942,0.4031629181882703
95,4.775,1.0321903699173582,0.6059798505219409,0.6139664053887867,0.1057018354508252,1.2169359390763008,1.7642914051237195,1.817432712506964,1.8918305428435065,1.8174327125069645,0.5652302694399647,0.8164437225243937,4.3753009745538005,4.040349703774564,0.9420504490666084,0.52336136059256,2.70054462065761,2.6586757118102047,0.3242704266855127
96,4.825,1.0339512942820102,0.6325953154844717,0.6277066345301865,0.0850363345009827,1.0096856011551474,1.7903703443163432,1.8215977340427905,1.894461643404504,1.8632342536780555,0.635587780795882,0.7586047706273432,4.613137118679788,4.080063496076791,0.8611189288202278,0.6765934440730359,2.7473794395692988,3.1369332407022568,0.3590087662428355
97,4.875,1.031461580727098,0.6551236340459566,0.6896038253115334,0.1213296590647538,0.7953430785259674,1.7946202797509012,1.9016856941678597,1.8303087512232203,1.860898869628064,0.6025326352469453,0.9238833740453168,3.916462129105151,3.7156179173561688,0.4418572658477601,0.7431235834712329,3.3340139150331027,3.615195811481677,0.4869447419546747
98,4.925000000000001,1.0342950136551754,0.7817160235678156,0.7282252512468486,0.1277501792790652,0.7493039361560562,1.8582737616670195,1.8083201659232824,1.7333897723076763,1.993148470175109,0.6887541231333443,0.8068262585276319,3.876701778779109,3.561842751061009,0.8658623262247757,0.9839344616190632,3.404413237201959,3.660236197222915,0.5168667967770346
99,4.9750000000000005,1.0341245920279687,0.8332178870529054,0.7973508919148662,0.1408446694323497,0.6853638045312067,1.6889322325947578,2.007136856127105,1.855377727980908,2.02671867911371,0.6171241183657619,0.5592687322689718,3.4327529084095474,3.259186750119178,0.8678307914518527,0.8871159201507828,3.104905720527739,3.68345958149564,0.571469527976458
100,5.025,1.0392855381324717,0.8762151584759738,0.8662991433080358,0.1431689343472177,0.6573971342525817,1.8042432297735085,2.1641321718825863,1.7418624798079347,1.9817884412139863,1.0774856812235425,0.8506465904396384,3.402586361758551,3.402586361758554,0.888453105570289,0.775033560178337,3.0623277255826973,3.7050384828037575,0.7765766832448942
101,5.075,1.0433249947591412,0.8590350249775291,0.8961538223531019,0.1520586070995662,0.639802977767373,1.933522234282281,2.098177412384178,1.8065025254608176,2.0840641114040164,0.8339677851914282,1.186087516716698,3.2802732884196137,2.779892617304758,0.9822287247810154,1.1119570469219042,3.5211973152526927,3.9659801340214544,0.842477660550524
102,5.125,1.04557944597127,0.955882566333346,0.9307505677624784,0.1589372783183459,0.6227669247985305,2.163538427633413,1.96056254103241,2.19121695762446,1.969788717696093,0.7632564330864149,1.1085391051969349,3.1620623656437137,2.980334643480283,1.0176752441152197,0.8904658386008167,3.5255178099705784,3.6890727599176674,0.9852238651574646
103,5.175000000000001,1.0496652148378247,0.9519500227043064,0.9791485947815723,0.1815931986128657,0.597217876881196,2.1174088362151484,1.823324275629712,2.04501879053258,2.12193321407031,0.9802818686181248,0.998105175320272,2.8517290723436384,2.4239697114920924,0.7307555747880564,1.0337517887245675,3.974597394578943,4.455826675536931,0.9782812933760456
104,5.2250000000000005,1.053917056018023,0.9696701433441924,1.0455428716712096,0.1702523336410253,0.6790448845605513,1.9394942127644488,2.059325662981016,1.9439324146243209,2.077078470420507,0.9965780539896372,1.0490295305154076,2.849863557900191,2.412767920185437,0.9790942284810475,1.2938030876356688,3.741538658838288,4.440891679181893,1.1068331985234
